nid,last_name,suffix,first_name,full_name,last_first,lcsh,lcsh_id,election_date,office,bio,bio_note,img_url,file_name,img_alt,note,bib_number,old_nid,created_by,appears_in_creators,admin_notes
4628,Ross,,John,John Ross,"Ross, John","Ross, John, 1714-1776",nr93003340,1768,,"John Ross (1714–5 May 1776) was a lawyer and public officeholder, and a member of the American Philosophical Society, elected in 1768. Born in New Castle, Delaware, he was admitted to the Philadelphia bar in 1735 and would go on have a successful legal practice that included defending APS member, Provost William Smith from libel charges. In addition to practicing law, Ross was involved in a number of business ventures including owning Oley Furnace; joining APS members William Allen, Benjamin Chew, and Philip Syng, Jr., in projecting a linen factory; and subscribing to the Silk Society. Ross served in public office as a representative for Berks County and later for Philadelphia County. Like his friend Benjamin Franklin, he involved himself in a variety of local institutions including the St. Andrew’s Society and the Society of Sons of St. Tammany, while also contributing to the Pennsylvania Hospital and City Tavern. Although he was a signer of the Non-Importation Agreement of 1765, Ross did not live to see the American Revolution, which would doubtlessly have been difficult given his expressed preference for moderation in confronting British policies. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1760-1800_36.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,95,19555,JF,,
4357,Rozier,,Jean F.,Jean F. Rozier,"Rozier, Jean F.","Rozier, Jean F., 1754-1785",,1775,,"Jean-François, Pilâtre de Rozier (30 March 1754–15 June 1785) was a chemist, physicist and a member of the American Philosophical Society, elected in 1775. Born in Metz, France, where he studied as an apothecary before attending scientific courses in Paris, de Rozier began his career teaching physics in Paris. He briefly left to serve as professor of chemistry at the Societe d’Emulation of Rheims before returning to Paris in 1780 upon the request of the Compte de Provence, brother of the King, to serve as keeper of his physics and natural history cabinets. Enabled by the Compte’s patronage, de Rozier founded a private museum in 1781 to serve as an educational resource for Parisians. By 1785, the museum had a thriving community of 700 members, including many of the age’s leading academics. While he became known as a great lecturer through his work at the museum, many found de Rozier’s experimental capabilities lacking: all his submissions to the Academie des Sciences failed to win him a membership (1781-1784), and an attempt to cross the English channel by hot-air balloon ended in his balloon going up in flames and crashing down to earth, killing both him and his flight partner (1785). Nevertheless, de Rozier is remembered for being one of two humans to be the first to achieve flight in an earlier hot-air balloon ride (1783), and his museum, despite multiple name-changes, was a staple in the academic and cultural spheres of Paris until the mid-nineteenth century.",,/sites/default/files/2025-04/Pilatre_de_Rozier_%28Jean-Franc%CC%A7ois%29._Professeur_de_chimie_CIPA0867.jpg,4357_Rozier_JeanF.jpg,Image of Jean Rozier performing some kind of scientific demonstration,https://www.encyclopedia.com/science/dictionaries-thesauruses-pictures-and-press-releases/pilatre-de-rozier-jean-francois,365,20026,JA|AV,,
4503,Rumsey,,William,William Rumsey,"Rumsey, William","Rumsey, William, 1730-1777",,1768,,"William Rumsey (c.1730–January 1777) was a landowner, businessmen, slaveholder, and public officeholder, and a member of the American Philosophical Society, elected in 1768. Born in Cecil County to an affluent family, a youthful Rumsey inherited his family’s considerable estate--a farm of 600 acres, a great house with 30 rooms, and enslaved families--when his father died in 1742. Rumsey continued to grow the landholding and business that his father began, expanding his interests to Fredericktown, Charlestown, and counted a brewery among his portfolio of growing investments. While not radical in terms of American Independence, he signed Annapolis’ Non-Importation Agreement in 1769, and in 1776, was elected to serve as Cecil County’s delegate to the Provincial Convention at Annapolis. Elected to serve on the Council of Safety later that year, he declined by explaining his community’s welfare, safety, and his business interests, demanded his attention. Whether events would have eventually galvanized Rumsey to action, history will never know. He died unexpectedly in 1777, the rare victim of an errant bullet fired fired by an honor guard at a military funeral. His children inherited his considerable estate. (PI) ",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1760-1800_115.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,218,19879,JF,,
4614,Rush,,Benjamin,Benjamin Rush,"Rush, Benjamin","Rush, Benjamin, 1746-1813",n50000649,1768,"Curator of the APS (1770-1773), secretary of the APS (1773-1779), vice-president of the APS (1797-1801)","<p>Benjamin Rush (4 January 1746–19 April 1813) was a physician, professor, and reformer, and a member of the American Philosophical Society via his 1768 election to the American Society. Born to a modest family outside Philadelphia, his early studies were at the academy of his uncle, the New Light Presbyterian Dr. Samuel Finley, who was an original trustee of the College of New Jersey (later Princeton). Rush graduated from the same in 1760 and began a medical apprenticeship with APS Member Dr. John Redman, before leaving to study at Edinburgh with APS Member Dr. William Cullen in 1766, where Rush took a doctorate of his own two years later. He returned to profess Chemistry at the new medical school of the College of Philadelphia in 1769. His medical practice swelled, and by 1776 he charged would-be apprentices 100 guineas.</p><p>This expertise in chemistry and medicine led to multiple wartime appointments. He superintended a saltpeter factory in 1775. His July 20, 1776 election to the Continental Congress led to his being a Declaration of Independence signer (despite not being present at the vote); he became a staunch American nationalist, both in the debate on the Articles of Confederation (1777) and the ratification debates surrounding the more powerful federal government of the Constitution (1787). In 1777 he became the surgeon-general of the Middle Department of the army, becoming soon after the physician-general of its hospital. But Rush disapproved of the leadership of APS Member Director-General Dr. William Shippen, Jr., perhaps owing to the deplorable conditions and lacking reforms. Washington’s repeated defeats colored these frustrations. Rush believed Horatio Gates, victor at Saratoga, ought to lead the Army, and went so far as to say so in an anonymous letter to Patrick Henry, then Governor of Virginia. Henry passed on the letter and Washington recognized the disloyal hand. Shunned, overmatched, and dispirited, Rush resigned from the Army in early 1778. With teacher and friend, APS Member Dr. John Morgan, Rush built a case against Shippen that eventually led to Shippen’s court-martial and resignation.</p><p>Rush nursed his wounds from the experience by throwing himself into medical practice and teaching. He became the leading public intellectual in the field: he offered the first American edition of his mentor’s widely reprinted textbook in 1781, before beginning a prodigious pamphlet-writing campaign, which came to collection in his multi-volume Medical Inquiries and Observations. After his appointment to the Pennsylvania Hospital ward for the insane (1783), he medicalized mental illness (versus spiritual possession) and reported his findings and treatments in a widely reprinted work; these experiences reappear, with a thicker coat of philosophy, in a 1786 Society oration on the relationship between the physical causes of morality. He founded and consulted for the Philadelphia Dispensary of the Medical Relief of the Poor (1786), which served ever-increasing numbers year-over-year. Most memorably, Rush was the first to recognize the yellow fever outbreak of 1793. It demonstrated the limits of known medical science but also Rush’s indefatigability. Purgatives and bleedings were his treatment: patients who lived owed it to the treatments; those who did not, had not been treated enough. Whatever baneful effect such an approach had—Rush was roundly criticized by other physicians, and had little data to rebut the attacks—his tirelessness in treating some fifty to one-hundred patients per day transformed him into a popular hero.</p><p>Rush joined or supported nearly every reform, benevolence, and educational effort of note. He advocated temperate self-care: cider and beer (versus spirits), healthful dietary choices, and regular exercise. He held office with the Humane Society (1780) to prevent drownings and accidents. He donated to the Pennsylvania Hospital, the Silk Society, the College of Philadelphia, and volunteered physician services for the Society for Inoculating the Poor as well as the Prison Society. He was principal founder of Dickinson College, patron of Franklin College, and a lecturer to the Young Ladies Academy of Philadelphia. He helped found the College of Physicians of Philadelphia in 1787. His relationship with race and slavery was sometimes quixotic and deeply contradictory. He penned an antislavery tract in 1773 and was a founding member of the Pennsylvania Society for the Abolition of Slavery, later serving as the Abolition Society’s secretary and its president after 1803. He also presented a 1797 paper to the APS musing that leprosy might be the cause of blackness; a cure would render all white, destroy race slavery, and fulfill Christian revelation. And in his Essays, Literary, Moral & Philosophical, he relates a dream: he travels to slave heaven, where they recount the brutal sins of their masters; the only whites are he and Anthony Benezet. But Rush also purchased a child named William Grubber sometime between 1775–76 and held him in bondage until 1793—at the same time he agitated for abolition. As it sometimes did, evidence of genuine affection between Billy and Benjamin peppers the record.[1]</p><p>Rush was an enthusiastic APS Member, serving as a Curator of the APS (1770-1773), Secretary (1773-1779), and Vice-president (1797-1801), but also on multiple committees, ranging from the standing Committee on Natural History and Chemistry to one tasked with designing a seal for the Society in 1770. His eulogy of APS President David Rittenhouse in 1796 became a central institutional memory. He was also elected to a variety of other societies: Massachusetts Medical Society (1787), the Medical Society of South Carolina (1795), the American Academy of Arts and Sciences in Boston, the Royal Swedish Academy of Science, the Royal Society of Arts of London, and the Manchester Literary and Philosophical Society. He died after a short illness in 1813 and was buried at Christ Church. (PI, ANB, DNB)</p><p>For more on Rush and Grubber, see Stephen Fried, Rush: Revolution, Madness, and the Visionary Doctor who Became a Founding Father (New York: Crown, 2018), 290–91, 317, 346, 395; Gary B. Nash, Forging Freedom: The Formation of Philadelphia's Black Community, 1720-1840 (Cambridge, MA: Harvard University Press, 1988), 306n13.</p>",Elected to the American Society.,/sites/default/files/2025-04/Benjamin_Rush_Painting_by_Peale_1783.jpg,4614_Rush_Benjamin.jpg,Portrait of Benjamin Rush,,114,19573,JA,Y,
4502,Sandiford,,William,William Sandiford,"Sandiford, William","Sandiford, William","Sandiford, William",1768,,"William Sandiford (c.1728–late May 1775) was a physician, and a member of the American Philosophical Society, elected in 1768. Born in Barbados, he first studied at Edinburgh University before receiving his M.D. degree at Leyden in 1751. He returned to Barbados and opened a medical practice where he saw first hand the ravaging effects of yellow fever, observations that were soon after published by friends who believed his insights valuable. In 1773, Sandiford and his wife traveled to Philadelphia where they hoped their social connections and change in environment might bolster the physician's failing health. Their contacts there included APS member Israel Pemberton’s son Charles, whom Sandiford had cared for during the young man’s time in Barbados, as well as APS member James Pemberton, a business associate of Sandiford’s brother. The Sandifords’ relocation proved temporary and they returned to Barbados even as a lackluster sentiment for the island marked his homecoming. Sandiford was even less inclined towards the looming fight for American Independence; it was a fight he did not live to see. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1760-1800_119.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,223,19884,JF,Y,
4517,Savile,,Sir George,Sir George Savile,"Savile, Sir George","Savile, Sir George, 1726-1784",n88132508,1768,,"Sir George Savile (18 July 1726-10 January 1784) Member of Parliament and military officer, and a member of the American Philosophical Society via his 1768 election to the American Society. Born in London, he was the only son of a seventh baronet and grew up with the luxury and private education his father’s wealth afforded. Already having attended Parliament as Yorkshire’s representative by the age of 17, he matriculated at Queen’s College in 1745. He eventually graduated with MA and LLD degrees from Cambridge with only a brief interlude when he was commissioned as a lieutenant-colonel to serve in the Jacobite rising of 1745. Much of the remainder of his life would be defined by his work as an MP. Two of his major accomplishment included the Nullum Tempus Bill of 1768 (barring the Crown from claiming land after sixty years of undisturbed possession) and the Catholic Relief Bill of 1778 (removing the threat of obsolete penalties and disabilities aimed at Catholics). During the American Revolution George Savile proved a moderate but also an ally of sorts to the colonies. He gathered petitions against the Stamp Act, he voted to repeal the Townshend Acts, and in 1775 he even declared that American resistance was “justifiable rebellion.” Benjamin Franklin noted his efforts, even, as privately Savile was of the opinion that it was possible for the colonies to push too hard for independence. Following Britain’s loss in the war, Savile continued his public work until 1783, the year before his death. (PI, DNB)",Elected to the American Society.,/sites/default/files/2025-04/1024px-Sir_George_Savile_by_Joseph_Nollekens%2C_1784%2C_Victoria_and_Albert_Museum.jpg,4517_Savile_SirGeorge.jpg,Portrait bust of Sir George Savile,,169,19830,JF,,
4536,Scott,,John Morin,John Morin Scott,"Scott, John Morin","Scott, John Morin, 1730-1784",nr90001873,1768,,"John Morin Scott (ca. 1728–14 September 1784) was a lawyer and a public officeholder and a member of the American Philosophical Society, elected in 1768. Born and educated in New York, he later graduated from Yale College in 1746. He went on to study law and was admitted to the bar in 1752. Scott worked closely with APS members William Smith, Jr. and William Livingston and together this cohort was active in local and provincial politics. Among their activities was the publication of the Independent Reflector, a collection that discussed issues ranging from local infrastructure problems to regional economic observations. More than anything, these Presbyterians used their the publication to attack New York’s Anglican party. Meanwhile, Scott’s successful law practice allowed him to move his wife and family to a country estate with a view of the Hudson River. Leading up to the American Revolution, Scott joined the outcry against British taxation policies and joined New York’s Sons of Liberty. During the war he held a number of civil and military offices and, after he was wounded at White Plains, was frequently referred to as General Scott.  When elected a member to the state’s constitutional convention, Scott proved himself a “perfect Leveller” by supporting the place of white men without property in the new nation. Following the war he acted in a number of public offices, eventually serving as New York’s secretary of state. After years in public service, the costs of office holding proved too high for Scott, and he ceased attending Congress after 1782. During his life in New York he supported cultural institutions including the New York Society Library and the New York Society of the Arts. His life’s contributions eventually earned him election to the Society of Cincinnati. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/John_Morin_Scott_%28American_Revolution_brigadier_general%29.jpg,4536_Scott_JohnMorin.jpg,Portrait of John Morin Scott,,197,19858,JF,Y,
4482,Scull,,William,William Scull,"Scull, William","Scull, William, 1739-1784",,1768,,"William Scull (August 1739–1784) was a surveyor and mapmaker and a member of the American Philosophical Society, elected in 1768. Born in Philadelphia, Scull hailed from a long line of surveyors and mapmakers before him: both of his grandfathers, his father, and his uncle held official positions and collaborated with mapmakers. He enrolled in the Academy of Philadelphia before apprenticing under his father and grandfather in the craft of surveying. And, like so many surveyors before him, he leveraged his skill to appropriate large tracts of land for himself. In 1768 he set out to draft a revised and extended map of Pennsylvania which, despite only receiving small funding from the Provincial Assembly, he published in 1770. Though the map proved unpopular for those with particular land claims, it was reprinted in 1775 in both London and Paris and was not eclipsed until 1792. Scull continued his surveying work including during the American Revolution. Though he was commissioned a captain, his poor health rendered his surveying skills more valuable and he soon was responding to General Washington’s request to survey roads in Chester County. Despite his service, the high profile postwar surveying positions eluded Scull and he remained in Reading, PA until he died in 1784. (PI)",Elected to the American Society.,/sites/default/files/2025-04/1760-1800_111.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,214,19875,JF,,
4584,Sellers,,John,John Sellers,"Sellers, John","Sellers, John, 1728-1804",,1768,,"John Sellers (19 September 1728–2 February 1804) was a farmer, surveyor, inventor, manufacturer, and public officeholder, and a member of the American Philosophical Society and the American Society, elected to both in 1768. Born in Darby, Pennsylvania, he displayed an early penchant for mechanical ingenuity, despite lacking a formal education. After assuming control of his family’s farm in 1752, he expanded its boundaries, conducted experiments to increase soil productivity, and invented machinery to make his work more efficient. He built a grist mill, saw mill, and linseed oil press on Cobbs Creek, making major improvements to existing wire screen and sieve designs. So effective were these inventions that he began manufacturing them for sale. Sellers was elected constable in 1761 before serving five terms in the Pennsylvania Assembly. Under the Assembly’s auspices, he conducted numerous surveys, assessing branches of the Schuylkill, Lehigh, and Susquehanna rivers and laying out roads from Philadelphia to Lancaster and from Middle Ferry to Strasburg. He likewise participated in an APS-funded survey for a proposed Delaware-Chesapeake canal, inventing a new kind of level in the process. He was also a member of the APS committee that observed the Transit of Venus, counting the clock at David Rittenhouse’s observatory. Sellers was an early supporter of American independence, serving on the Chester County Committee of Correspondence and in the Provincial Convention of 1774. After the war, he declined re-election to the Assembly because he rejected the state’s new unicameral legislature, but he went on to represent Delaware County in the state constitutional convention of 1789 and, a year later, served in the state senate. Sellers was elected to the Philadelphia Society for Promoting Agriculture in 1785, where he encouraged the construction of a bridge across the Schuylkill River using a model he had made. (PI)",Elected to the revived American Philosophical Society and the American Society in 1768.,/sites/default/files/2025-04/1760-1800_66.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,147,19809,AM,,
4267,Sergeant,,Jonathan D.,Jonathan D. Sergeant,"Sergeant, Jonathan D.","Sergeant, Jonathan D., 1746-1793",,1784,,"Jonathan Dickinson Sergeant (1746–8 October 1793) was a lawyer, politician, and a member of the American Philosophical Society, elected in 1784. Born in Newark, New Jersey, Sergeant earned a bachelor’s from Princeton (1762), and the College of Philadelphia (1763), before studying law under a Princeton lawyer. Admitted to the bar in 1767, he spent his early career opposing British suppression, namely during the Stamp Act controversy. He became clerk of the New Jersey Convention (1774), then secretary of Continental Congress, juggling his duties there with those in the New Jersey Provincial Congress, where he led the committee responsible for drafting a constitution for the state (1776). Sergeant moved to Philadelphia after Hessian forces burned down his residence in Princeton, then served as attorney-general for Pennsylvania (1777-1780), thereby becoming an ex officio trustee of the University of the state of Pennsylvania. He received official election as trustee five years later and remained in that position when the University merged with the College of Philadelphia, officially becoming Pennsylvania University in 1792. In 1780, Sergeant retired as state-attorney and resumed his private legal practice, partaking in major trials such as the Pennsylvania-Connecticut dispute (1782), and the defense of anti-federalist Eleazar Oswald (1788). In 1787, he married his second wife, Elizabeth, daughter of APS Member David Rittenhouse. Sergeant died of yellow fever when the disease swept Philadelphia in 1793.",,/sites/default/files/2025-04/766px-Jonathan_Dickinson_Sergeant%2C_by_Charles_Willson_Peale.jpg,4267_Sergeant_JonathanD.jpg,Portrait of Jonathan Dickinson Sergeant,https://bioguideretro.congress.gov/Home/MemberDetails?memIndex=S000247<br /><br />https://archives.upenn.edu/exhibits/penn-people/biography/jonathan-dickinson-sergeant,422,20083,JA|AV,,
4332,Shiell,,Hugh,Hugh Shiell,"Shiell, Hugh","Shiell, Hugh",,1781,,"Hugh Shiell (?–November 1785) was a physician, and a member of the American Philosophical Society, elected in 1781. Born in Dublin, Ireland, Shiell studied at the University of Edinburgh. He graduated with his M.D. and emigrated to Philadelphia where he opened a medical practice. By this point he had amassed a substantial fortune and became familiar with the wealthy elite of his new city; he became close friends with banker and financier of the American Revolution, Robert Morris. In 1780, Shiell invested a large sum of money in Morris’ Bank of America, which supplied the American troops with provisions. Through his friendship with Morris, Shiell met his wife, Ann Harris. Alongside his medical practice, Shiell also ran a shipping business. In 1783 or 1784, he retired from city life and relocated with his family to Lincoln County, Kentucky. He died not long thereafter, attempting to cross a stream; he either drowned or caught pneumonia and died later.",,/sites/default/files/2025-04/1760-1800_218.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,https://books.google.com/books?id=Yi8vCTna0i4C&pg=RA1-PA80&lpg=RA1-PA80&dq=dr.+hugh+shiell&source=bl&ots=q-6gJ_Mbr1&sig=ACfU3U305Dl7fmDVNnqYfwqdnogAE1UazQ&hl=en&sa=X&ved=2ahUKEwiIraXm1sDqAhUVgnIEHSSIDK4Q6AEwA3oECAYQAQ#v=onepage&q=dr.%20hugh%20shiell&f=false<br /><br />https://www.google.com/books/edition/Record_of_the_Harris_family_descended_fr/7uDIDwAAQBAJ?hl=en&gbpv=1&dq=dr.+hugh+shiell&pg=PA27&printsec=frontcover<br /><br />https://www.google.com/books/edition/A_Brief_Account_of_the_Society_of_the_Fr/FT4TAAAAYAAJ?hl=en&gbpv=1&dq=dr.+hugh+shiell&pg=PA81&printsec=frontcover<br /><br />https://founders.archives.gov/documents/Washington/03-22-02-0603<br /><br />https://www.britannica.com/biography/Robert-Morris-American-statesman,401,20062,JA|AV,,
4574,Shippen,III,Edward,Edward Shippen III,"Shippen, Edward","Shippen, Edward, 1729-1806",n88277424,1768,,"Edward Shippen III “of Lancaster” (9 July 1703–25 September 1781) was a merchant, landowner, and public officeholder, and a member of the American Philosophical Society, elected in 1768. He was born in Boston, but his family relocated to Philadelphia a year later. There, he was apprenticed to a merchant and then entered the fur trade, assisting and then partnering with James Logan. Shippen’s success as a merchant provided opportunities to purchase land and invest in enterprises like the Durham Ironworks. It also allowed him to enter public office. He was elected to the Philadelphia City Council in 1732, as alderman in 1743, and as mayor in 1744. His tenure in these offices focused on improvements like paving the streets and extending the night watch. He was also a trustee of the College of New Jersey at Newark and Princeton and contributed to the College of Philadelphia and the Pennsylvania Hospital. In 1752, Shippen relocated to Lancaster, where he served as prothonotary, clerk of the courts, recorder of deeds, register of wills, and justice of the peace. He led the commission that settled the accounts for the wagons and horses Benjamin Franklin had arranged for General Braddock. Shippen was a member of the Union Fire Company of Lancaster and the Lancaster Library Company as well as a trustee of a charity school established to teach German citizens English. Though he was a member of the proprietary party and generally conservative in his views, Shippen supported American independence, serving on his local Committee of Correspondence. He took the oath of allegiance in 1778 and died three years later. His sons Edward Shippen IV and Joseph Shippen, Jr., his brother William Shippen, Sr., and his nephew William Shippen, Jr., were APS member. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1024px-Gilbert_Stuart%2C_Edward_Shippen%2C_1796%2C_NGA_195775.jpg,4574_Shippen_Edward.jpg,Portrait of Edward Shippen III,,136,19799,AM,Y,
4607,Shippen,Sr.,William,William Shippen Sr.,"Shippen, William","Shippen, William, 1736?-1808",n84803326,1767,"Vice-president of the revived APS (1768-1769, 1779-1801)","William Shippen, Sr. (1 October 1712–4 November 1801) was a physician and statesman, and a member of the American Philosophical Society, among the first elected following its 1767 revival. Born in Philadelphia, he was apprenticed to Dr. John Kearsley, Sr., and studied under Dr. Thomas Cadwalader, both APS members. He then opened an apothecary shop and wrote in support of smallpox inoculation. Shippen served for twenty-five years as physician of the Pennsylvania Hospital; he was succeeded in 1778 by his son, APS member William Shippen, Jr., with whom he had begun a private medical practice in 1762. The elder Shippen was also a member of the Philadelphia Common Council and a leading Presbyterian layman, corresponding with the evangelist George Whitefield. He owned the Oxford Furnace in Sussex County, New Jersey, as well as a Delaware River ferry. And he was a member of the Library Company of Philadelphia, a trustee of the College of Philadelphia, and a donor to the College of New Jersey (now Princeton University). Despite the tendency for proprietary party members like himself to become Loyalists, Shippen welcomed colonial independence. During the Revolutionary War, he assisted his son at military hospitals in Bethlehem, Easton, and Allentown, Pennsylvania. And in 1778 and the year following he was elected to the Continental Congress. In addition to his son, his brother Edward Shippen III of Lancaster and his nephews Edward Shippen IV and Joseph Shippen, Jr., were APS members. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/lossy-page1-458px-Dr._Wm._Shippen_%28NYPL_Hades-286792-EM3799%29_%28cropped%29.tiff_.jpg,4607_Shippen_William.jpg,Portrait of William Shippen Sr.,"No texts listed in APS, AAS, LCP, ESTC, and WC nor in Sabin, Evans, Howes, or Streeter.",62,19533,AM,Y,
4608,Shippen,Jr.,William,William Shippen Jr.,"Shippen, William","Shippen, William, 1736?-1808",n84803326,1767,"Curator of the APS (1771-1772), secretary of the APS (1772-1773)","William Shippen, Jr. (21 October 1736–11 July 1808) was a physician, educator, and public official, and a member of the American Philosophical Society, elected in 1767. Born in Philadelphia, he graduated from the College of New Jersey in 1754. He was then apprenticed to his father, APS member William Shippen, Sr., before training in English hospitals, where he focused on midwifery, and earning an M.D. degree from the University of Edinburgh in 1761. Back in Philadelphia, Shippen began a partnership with his father and inaugurated a course of medical lectures. Despite the threat of mob violence that arose when word spread that he was grave-robbing to facilitate his anatomical work, he continued to rise in stature. But he took lasting offense when his former schoolmate John Morgan founded a medical school at the College of Philadelphia in 1765. In Shippen’s view, Morgan was taking sole credit for a joint idea. Morgan repeated the slight a year later when he founded the Medical Society without inviting the Shippens. The feud divided the medical community for decades, culminating in a bitter contest for the office of medical director-general of the Continental Army. When Morgan’s performance in that role drew criticism in 1777, Shippen maneuvered to replace him. But Morgan was eventually exonerated and Shippen charged with incompetence and profiteering. Shippen narrowly escaped conviction yet resigned the post in 1781. His reputation intact, he accepted appointments at the University of Pennsylvania, attended elite patients like President George Washington, worked at the Philadelphia Dispensary and Pennsylvania Hospital, and served as president of the College of Physicians. In addition to his father, his son Thomas Lee Shippen, uncle Edward Shippen III, cousins Edward Shippen IV and Joseph Shippen, Jr., and brothers-in-law Arthur Lee and Francis Lightfoot Lee were APS members. (PI, ANB, DAB)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/William_Shippen_-_by_Charles_Wilson_Peale_after_a_portrait_by_Gilbert_Stuart.jpg,4608_Shippen_William.jpg,Portrait of William Shippen Jr.,,63,19534,AM,Y,
4638,Shippen,IV,Edward,Edward Shippen IV,"Shippen, Edward","Shippen, Edward, 1729-1806",n88277424,1768,,"Edward Shippen IV (16 February 1729–15 April 1806) was a lawyer, judge, and public official, and a member of the American Philosophical Society, elected in 1768. Born into a prominent Philadelphia family, he was apprenticed to Pennsylvania’s attorney general before completing his legal education at London’s Middle Temple. Upon his return to Philadelphia in 1750, familial connections to Chief Justice William Allen and Deputy Governor James Hamilton, both APS members, gave Shippen opportunities for political office. Although he supported resistance to the Stamp Act, he was ambivalent about the American Revolution and struggled to stay neutral. In fact, the radical Pennsylvania Constitution of 1776 was often understood as an indictment of elite families like the Shippens. In its wake, he lost the offices of judge of the admiralty court, prothonotary of the Pennsylvania Supreme Court, and member of the Common Council and Governor’s Council. Shippen refused to swear allegiance to the revolutionary government, opting instead to sign a parole that obliged him not to flee or meddle in the new government. British losses nudged him toward a more supportive stance, but his daughter’s wedding to an American officer undermined the reconciliation it was meant to effect when her new husband Benedict Arnold committed treason. Shippen’s wealth and power continued to decline before he was named justice of the peace and president of the Court of Common Pleas for Philadelphia County, among other offices, in the mid-1780s. He was appointed to the state’s Supreme Court in 1791 and became chief justice in 1799, but he was impeached in 1804 when a controversial case intersected with party politics. He retired following his acquittal in 1805. His father Edward Shippen III of Lancaster, brother Joseph Shippen, Jr., uncle William Shippen, Sr., and cousin William Shippen, Jr. were APS members. (PI, ANB, DAB)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/Edward_Shippen_IV_Robert_Feke.jpg,4638_Shippen_Edward.jpg,Portrait of Edward Shippen IV,,67,19230,AM,Y,
4611,Shippen,Jr.,Joseph,Joseph Shippen Jr.,"Shippen, Joseph","Shippen, Joseph, 1732-1810",nr93003609,1768,,"Joseph Shippen, Jr. (30 October 1732–18 February 1810) was a public official, merchant, astronomer, and military officer, and a member of the American Philosophical Society, elected in 1768. Born in Lancaster, Pennsylvania, he attended the College of New Jersey and worked in his father’s counting-house before accepting a captain’s commission in a regiment of Pennsylvania troops. He participated in a 1759 attack on Fort Duquesne and conducted surveys of the Susquehanna River before resigning as a colonel. He then set sail for Europe with his kinsman John Allen, the son of the province’s chief justice and a fellow APS member. The trip brought them to numerous Italian cities, as well as England, Switzerland, Germany, and Belgium. Returning to Philadelphia in 1761, Shippen was appointed Secretary of the Province and Clerk of the Governor’s Council. His responsibilities included storing the instruments used by APS Members Charles Mason and Jeremiah Dixon in their survey of the disputed Pennsylvania-Maryland border. Shippen also served on the APS committee tasked with building an observatory for the Transit of Venus. In 1770 he was elected to the Philadelphia Common Council. He supported the repeal of the Stamp Act but was troubled by the prospect of independence. He played no role in the American Revolution, relocating outside of Philadelphia when the proprietary government was dismantled. He was briefly suspected of disloyalty to the new nation before taking the oath of allegiance. He resumed his mercantile activities without success before regaining a measure of prosperity with his 1786 appointment as judge of the Court of Common Pleas for Lancaster County. His father Edward Shippen III of Lancaster, brother Edward Shippen IV, uncle William Shippen, Sr., and cousin William Shippen, Jr. were APS members. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/Joseph_Shippen%2C_Sec._of_the_Comm._of_Pa_LCCN2003670378_%28cropped%29.jpg,4611_Shippen_Joseph.jpg,Portrait of Joseph Shippen,"No texts listed in APS, AAS, LCP, ESTC, WC nor in Sabin, Evans, Howes, or Streeter.",72,19537,AM,,
